Trial_order;Subject_ID;Trial_ID;Accuracy;RT;Lexicality;NoS;NoS_cat;Frequency;Frequency_cat;Stimuli;Word_length
14;s1;t1;1;872;word;1;few;302;LF;[APAT;5
178;s1;t2;1;541;word;1;few;320;LF;MR@NJA;6
61;s1;t3;1;721;word;1;few;391;LF;CESTA;5
55;s1;t4;1;570;word;1;few;414;HF;^E@NJA;6
69;s1;t5;1;581;word;1;few;424;HF;GRANJE;6
63;s1;t6;1;501;word;1;few;448;HF;DE^AK;5
62;s1;t7;1;491;word;1;few;453;HF;APRIL;5
76;s1;t8;1;501;word;1;few;720;HF;OSMEH;5
172;s1;t9;1;550;word;1;few;786;HF;CVE]E;5
122;s1;t10;1;591;word;1;few;1085;HF;LI[]E;5
97;s1;t11;1;631;word;2;few;254;LF;EKIPA;5
169;s1;t12;1;531;word;2;few;272;LF;BA[TA;5
42;s1;t13;1;691;word;2;few;317;LF;RADIO;5
83;s1;t14;1;541;word;2;few;320;LF;PESAK;5
19;s1;t15;1;591;word;2;few;374;LF;USPEH;5
56;s1;t16;1;791;word;2;few;422;HF;USLOV;5
152;s1;t17;1;511;word;2;few;894;HF;DINAR;5
36;s1;t18;1;701;word;2;few;1052;HF;ODBOR;5
155;s1;t19;1;711;word;2;few;1209;HF;SENKA;5
88;s1;t20;1;611;word;2;few;1452;HF;VLADA;5
127;s1;t21;1;591;word;3;few;334;LF;SUTON;5
68;s1;t22;1;541;word;3;few;335;LF;PU[KA;5
129;s1;t23;1;491;word;3;few;335;LF;SELJAK;6
50;s1;t24;1;570;word;3;few;348;LF;SPRAT;5
91;s1;t25;1;531;word;3;few;414;HF;MINUT;5
65;s1;t26;1;541;word;3;few;430;HF;VIDIK;5
141;s1;t27;1;520;word;3;few;631;HF;MAGLA;5
148;s1;t28;1;510;word;3;few;657;HF;MIRIS;5
101;s1;t29;1;531;word;3;few;1470;HF;TRAVA;5
54;s1;t30;1;530;word;3;few;1847;HF;ULICA;5
77;s1;t31;1;501;word;4;medium;278;LF;ZANOS;5
132;s1;t32;1;551;word;4;medium;280;LF;OBZIR;5
98;s1;t33;1;531;word;4;medium;295;LF;PA@NJA;6
51;s1;t34;1;540;word;4;medium;314;LF;SVEST;5
165;s1;t35;1;571;word;4;medium;328;LF;POTOK;5
53;s1;t36;1;571;word;4;medium;375;LF;ZVONO;5
177;s1;t37;1;470;word;4;medium;484;HF;POMO];5
149;s1;t38;1;471;word;4;medium;831;HF;GRUDI;5
58;s1;t39;1;521;word;4;medium;1256;HF;GRANA;5
128;s1;t40;1;581;word;4;medium;2274;HF;VETAR;5
114;s1;t41;1;621;word;5;medium;262;LF;KOMAD;5
23;s1;t42;1;661;word;5;medium;270;LF;LOPTA;5
117;s1;t43;1;561;word;5;medium;281;LF;IGRA^;5
147;s1;t44;1;550;word;5;medium;409;HF;PRI^A;5
107;s1;t45;1;641;word;5;medium;517;HF;SAVEZ;5
80;s1;t46;1;621;word;5;medium;521;HF;GRUPA;5
180;s1;t47;1;451;word;5;medium;828;HF;JESEN;5
173;s1;t48;1;570;word;5;medium;981;HF;KORAK;5
109;s1;t49;1;541;word;5;medium;1011;HF;SRE]A;5
46;s1;t50;1;822;word;5;medium;1671;HF;PTICA;5
48;s1;t51;1;510;word;6;medium;148;LF;ORGAN;5
159;s1;t52;1;591;word;6;medium;164;LF;FORMA;5
118;s1;t53;1;751;word;6;medium;179;LF;BLATO;5
4;s1;t54;1;621;word;6;medium;184;LF;KLUPA;5
66;s1;t55;1;661;word;6;medium;216;LF;PONOR;5
168;s1;t56;1;972;word;6;medium;255;LF;PODNE;5
49;s1;t57;1;590;word;6;medium;318;LF;STENA;5
170;s1;t58;1;500;word;6;medium;463;HF;IZVOR;5
6;s1;t59;1;471;word;6;medium;2365;HF;LJUBAV;6
131;s1;t60;1;521;word;6;medium;2626;HF;PESMA;5
24;s1;t61;1;491;word;7;many;118;LF;MOMAK;5
13;s1;t62;1;581;word;7;many;129;LF;BLAGO;5
1;s1;t63;1;931;word;7;many;134;LF;OSNOV;5
21;s1;t64;1;591;word;7;many;193;LF;STADO;5
75;s1;t65;1;541;word;7;many;326;LF;SLAVA;5
140;s1;t66;1;480;word;7;many;649;HF;KNJIGA;6
151;s1;t67;1;471;word;7;many;885;HF;[KOLA;5
89;s1;t68;1;550;word;7;many;1023;HF;BORBA;5
45;s1;t69;1;571;word;7;many;1565;HF;OBLAK;5
153;s1;t70;1;471;word;7;many;2984;HF;SUNCE;5
57;s1;t72;1;551;word;8;many;116;LF;KONAC;5
16;s1;t73;1;671;word;8;many;135;LF;POTEZ;5
130;s1;t74;1;491;word;8;many;159;LF;JUNAK;5
29;s1;t75;1;481;word;8;many;212;LF;LANAC;5
5;s1;t76;1;601;word;8;many;380;LF;ZLATO;5
139;s1;t77;1;591;word;8;many;416;HF;PISMO;5
163;s1;t78;1;791;word;8;many;431;HF;ZAKON;5
73;s1;t79;1;641;word;8;many;1460;HF;SNAGA;5
31;s1;t80;1;610;word;8;many;3952;HF;ZEMLJA;6
144;s1;t81;1;591;word;9;many;161;LF;KLASA;5
110;s1;t82;1;471;word;9;many;168;LF;PLO^A;5
28;s1;t83;1;591;word;9;many;307;LF;KARTA;5
167;s1;t84;1;511;word;9;many;328;LF;MRE@A;5
115;s1;t85;1;571;word;9;many;399;LF;STANJE;6
47;s1;t86;1;500;word;9;many;403;HF;GOVOR;5
174;s1;t87;1;460;word;9;many;999;HF;POSAO;5
156;s1;t88;1;511;word;9;many;1180;HF;MESTO;5
133;s1;t89;1;521;word;9;many;1620;HF;NAROD;5
142;s1;t90;1;570;word;9;many;190;LF;TA^KA;5
98;s10;t1;1;731;word;1;few;302;LF;[APAT;5
54;s10;t2;1;922;word;1;few;320;LF;MR@NJA;6
26;s10;t3;1;972;word;1;few;391;LF;CESTA;5
156;s10;t4;1;711;word;1;few;414;HF;^E@NJA;6
7;s10;t5;1;882;word;1;few;424;HF;GRANJE;6
20;s10;t6;1;621;word;1;few;448;HF;DE^AK;5
108;s10;t7;1;1261;word;1;few;453;HF;APRIL;5
150;s10;t8;1;660;word;1;few;720;HF;OSMEH;5
175;s10;t9;1;982;word;1;few;786;HF;CVE]E;5
96;s10;t10;1;681;word;1;few;1085;HF;LI[]E;5
88;s10;t11;1;1002;word;2;few;254;LF;EKIPA;5
89;s10;t12;1;631;word;2;few;272;LF;BA[TA;5
122;s10;t13;1;972;word;2;few;317;LF;RADIO;5
132;s10;t14;1;621;word;2;few;320;LF;PESAK;5
91;s10;t15;1;581;word;2;few;374;LF;USPEH;5
112;s10;t16;1;681;word;2;few;422;HF;USLOV;5
46;s10;t17;1;792;word;2;few;894;HF;DINAR;5
130;s10;t18;1;881;word;2;few;1052;HF;ODBOR;5
171;s10;t19;1;861;word;2;few;1209;HF;SENKA;5
126;s10;t20;1;881;word;2;few;1452;HF;VLADA;5
95;s10;t21;1;1011;word;3;few;334;LF;SUTON;5
131;s10;t22;1;630;word;3;few;335;LF;PU[KA;5
79;s10;t23;1;942;word;3;few;335;LF;SELJAK;6
110;s10;t24;1;802;word;3;few;348;LF;SPRAT;5
163;s10;t25;1;601;word;3;few;414;HF;MINUT;5
2;s10;t26;1;742;word;3;few;430;HF;VIDIK;5
64;s10;t27;1;601;word;3;few;631;HF;MAGLA;5
87;s10;t28;1;821;word;3;few;657;HF;MIRIS;5
38;s10;t29;1;631;word;3;few;1470;HF;TRAVA;5
27;s10;t30;1;671;word;3;few;1847;HF;ULICA;5
16;s10;t31;1;691;word;4;medium;278;LF;ZANOS;5
120;s10;t32;1;1011;word;4;medium;280;LF;OBZIR;5
116;s10;t33;1;631;word;4;medium;295;LF;PA@NJA;6
152;s10;t34;1;701;word;4;medium;314;LF;SVEST;5
140;s10;t35;1;651;word;4;medium;328;LF;POTOK;5
136;s10;t36;1;711;word;4;medium;375;LF;ZVONO;5
111;s10;t37;1;681;word;4;medium;484;HF;POMO];5
114;s10;t38;1;671;word;4;medium;831;HF;GRUDI;5
66;s10;t39;1;691;word;4;medium;1256;HF;GRANA;5
43;s10;t40;1;651;word;4;medium;2274;HF;VETAR;5
167;s10;t41;1;771;word;5;medium;262;LF;KOMAD;5
176;s10;t42;1;641;word;5;medium;270;LF;LOPTA;5
8;s10;t43;1;611;word;5;medium;281;LF;IGRA^;5
90;s10;t44;1;661;word;5;medium;409;HF;PRI^A;5
107;s10;t45;1;751;word;5;medium;517;HF;SAVEZ;5
119;s10;t46;1;821;word;5;medium;521;HF;GRUPA;5
178;s10;t47;1;651;word;5;medium;828;HF;JESEN;5
65;s10;t48;1;771;word;5;medium;981;HF;KORAK;5
104;s10;t49;1;681;word;5;medium;1011;HF;SRE]A;5
4;s10;t50;1;581;word;5;medium;1671;HF;PTICA;5
21;s10;t51;1;701;word;6;medium;148;LF;ORGAN;5
61;s10;t52;1;962;word;6;medium;164;LF;FORMA;5
37;s10;t53;1;821;word;6;medium;179;LF;BLATO;5
149;s10;t54;1;600;word;6;medium;184;LF;KLUPA;5
63;s10;t55;1;1262;word;6;medium;216;LF;PONOR;5
73;s10;t56;1;651;word;6;medium;255;LF;PODNE;5
76;s10;t57;1;851;word;6;medium;318;LF;STENA;5
117;s10;t58;1;802;word;6;medium;463;HF;IZVOR;5
154;s10;t59;1;611;word;6;medium;2365;HF;LJUBAV;6
17;s10;t60;1;590;word;6;medium;2626;HF;PESMA;5
75;s10;t61;1;1102;word;7;many;118;LF;MOMAK;5
18;s10;t62;1;871;word;7;many;129;LF;BLAGO;5
39;s10;t63;1;971;word;7;many;134;LF;OSNOV;5
82;s10;t64;1;751;word;7;many;193;LF;STADO;5
11;s10;t66;1;771;word;7;many;649;HF;KNJIGA;6
1;s10;t67;1;1021;word;7;many;885;HF;[KOLA;5
24;s10;t68;1;881;word;7;many;1023;HF;BORBA;5
158;s10;t69;1;621;word;7;many;1565;HF;OBLAK;5
181;s10;t70;1;711;word;7;many;2984;HF;SUNCE;5
177;s10;t71;1;1312;word;8;many;111;LF;REBRO;5
44;s10;t72;1;651;word;8;many;116;LF;KONAC;5
162;s10;t73;1;611;word;8;many;135;LF;POTEZ;5
160;s10;t74;1;611;word;8;many;159;LF;JUNAK;5
41;s10;t75;1;891;word;8;many;212;LF;LANAC;5
134;s10;t76;1;711;word;8;many;380;LF;ZLATO;5
77;s10;t77;1;641;word;8;many;416;HF;PISMO;5
121;s10;t78;1;691;word;8;many;431;HF;ZAKON;5
83;s10;t79;1;691;word;8;many;1460;HF;SNAGA;5
155;s10;t80;1;601;word;8;many;3952;HF;ZEMLJA;6
141;s10;t81;1;651;word;9;many;161;LF;KLASA;5
71;s10;t82;1;801;word;9;many;168;LF;PLO^A;5
147;s10;t83;1;751;word;9;many;307;LF;KARTA;5
59;s10;t84;1;721;word;9;many;328;LF;MRE@A;5
138;s10;t85;1;721;word;9;many;399;LF;STANJE;6
10;s10;t86;1;631;word;9;many;403;HF;GOVOR;5
93;s10;t87;1;711;word;9;many;999;HF;POSAO;5
135;s10;t88;1;561;word;9;many;1180;HF;MESTO;5
157;s10;t89;1;841;word;9;many;1620;HF;NAROD;5
72;s10;t90;1;902;word;9;many;190;LF;TA^KA;5
98;s11;t1;1;791;word;1;few;302;LF;[APAT;5
64;s11;t2;1;591;word;1;few;320;LF;MR@NJA;6
110;s11;t3;1;661;word;1;few;391;LF;CESTA;5
71;s11;t4;1;651;word;1;few;414;HF;^E@NJA;6
116;s11;t5;1;1071;word;1;few;424;HF;GRANJE;6
65;s11;t6;1;531;word;1;few;448;HF;DE^AK;5
1;s11;t7;1;541;word;1;few;453;HF;APRIL;5
107;s11;t8;1;701;word;1;few;720;HF;OSMEH;5
10;s11;t9;1;611;word;1;few;786;HF;CVE]E;5
130;s11;t10;1;731;word;1;few;1085;HF;LI[]E;5
69;s11;t11;1;561;word;2;few;254;LF;EKIPA;5
114;s11;t12;1;661;word;2;few;272;LF;BA[TA;5
48;s11;t13;1;631;word;2;few;317;LF;RADIO;5
23;s11;t14;1;631;word;2;few;320;LF;PESAK;5
174;s11;t15;1;511;word;2;few;374;LF;USPEH;5
46;s11;t16;1;801;word;2;few;422;HF;USLOV;5
89;s11;t17;1;751;word;2;few;894;HF;DINAR;5
97;s11;t18;1;541;word;2;few;1052;HF;ODBOR;5
181;s11;t19;1;641;word;2;few;1209;HF;SENKA;5
103;s11;t20;1;842;word;2;few;1452;HF;VLADA;5
96;s11;t21;1;922;word;3;few;334;LF;SUTON;5
61;s11;t22;1;651;word;3;few;335;LF;PU[KA;5
15;s11;t23;1;731;word;3;few;335;LF;SELJAK;6
168;s11;t24;1;631;word;3;few;348;LF;SPRAT;5
105;s11;t25;1;741;word;3;few;414;HF;MINUT;5
104;s11;t26;1;721;word;3;few;430;HF;VIDIK;5
51;s11;t27;1;531;word;3;few;631;HF;MAGLA;5
156;s11;t28;1;881;word;3;few;657;HF;MIRIS;5
164;s11;t29;1;661;word;3;few;1470;HF;TRAVA;5
102;s11;t30;1;681;word;3;few;1847;HF;ULICA;5
41;s11;t31;1;531;word;4;medium;278;LF;ZANOS;5
58;s11;t32;1;832;word;4;medium;280;LF;OBZIR;5
178;s11;t33;1;601;word;4;medium;295;LF;PA@NJA;6
50;s11;t34;1;851;word;4;medium;314;LF;SVEST;5
47;s11;t35;1;1072;word;4;medium;328;LF;POTOK;5
123;s11;t36;1;841;word;4;medium;375;LF;ZVONO;5
150;s11;t37;1;991;word;4;medium;484;HF;POMO];5
82;s11;t38;1;851;word;4;medium;831;HF;GRUDI;5
40;s11;t39;1;861;word;4;medium;1256;HF;GRANA;5
153;s11;t40;1;551;word;4;medium;2274;HF;VETAR;5
100;s11;t41;1;691;word;5;medium;262;LF;KOMAD;5
112;s11;t42;1;761;word;5;medium;270;LF;LOPTA;5
115;s11;t43;1;621;word;5;medium;281;LF;IGRA^;5
32;s11;t44;1;581;word;5;medium;409;HF;PRI^A;5
87;s11;t45;1;631;word;5;medium;517;HF;SAVEZ;5
8;s11;t46;1;671;word;5;medium;521;HF;GRUPA;5
148;s11;t47;1;681;word;5;medium;828;HF;JESEN;5
108;s11;t48;1;601;word;5;medium;981;HF;KORAK;5
63;s11;t49;1;571;word;5;medium;1011;HF;SRE]A;5
36;s11;t50;1;601;word;5;medium;1671;HF;PTICA;5
136;s11;t51;1;551;word;6;medium;148;LF;ORGAN;5
72;s11;t52;1;741;word;6;medium;164;LF;FORMA;5
27;s11;t53;1;831;word;6;medium;179;LF;BLATO;5
20;s11;t54;1;591;word;6;medium;184;LF;KLUPA;5
99;s11;t55;1;511;word;6;medium;216;LF;PONOR;5
66;s11;t56;1;551;word;6;medium;255;LF;PODNE;5
11;s11;t57;1;601;word;6;medium;318;LF;STENA;5
170;s11;t58;1;761;word;6;medium;463;HF;IZVOR;5
147;s11;t59;1;631;word;6;medium;2365;HF;LJUBAV;6
2;s11;t60;1;461;word;6;medium;2626;HF;PESMA;5
109;s11;t61;1;571;word;7;many;118;LF;MOMAK;5
151;s11;t62;1;832;word;7;many;129;LF;BLAGO;5
175;s11;t63;1;771;word;7;many;134;LF;OSNOV;5
24;s11;t64;1;792;word;7;many;193;LF;STADO;5
34;s11;t65;1;721;word;7;many;326;LF;SLAVA;5
60;s11;t66;1;621;word;7;many;649;HF;KNJIGA;6
57;s11;t67;1;701;word;7;many;885;HF;[KOLA;5
91;s11;t68;1;781;word;7;many;1023;HF;BORBA;5
31;s11;t69;1;641;word;7;many;1565;HF;OBLAK;5
73;s11;t70;1;621;word;7;many;2984;HF;SUNCE;5
121;s11;t71;1;892;word;8;many;111;LF;REBRO;5
88;s11;t72;1;651;word;8;many;116;LF;KONAC;5
118;s11;t73;1;581;word;8;many;135;LF;POTEZ;5
133;s11;t74;1;751;word;8;many;159;LF;JUNAK;5
146;s11;t75;1;711;word;8;many;212;LF;LANAC;5
25;s11;t76;1;621;word;8;many;380;LF;ZLATO;5
17;s11;t77;1;772;word;8;many;416;HF;PISMO;5
172;s11;t78;1;571;word;8;many;431;HF;ZAKON;5
152;s11;t79;1;681;word;8;many;1460;HF;SNAGA;5
161;s11;t80;1;761;word;8;many;3952;HF;ZEMLJA;6
78;s11;t81;1;691;word;9;many;161;LF;KLASA;5
81;s11;t82;1;621;word;9;many;168;LF;PLO^A;5
33;s11;t83;1;591;word;9;many;307;LF;KARTA;5
68;s11;t84;1;591;word;9;many;328;LF;MRE@A;5
139;s11;t85;1;661;word;9;many;399;LF;STANJE;6
39;s11;t86;1;570;word;9;many;403;HF;GOVOR;5
93;s11;t87;1;621;word;9;many;999;HF;POSAO;5
135;s11;t88;1;591;word;9;many;1180;HF;MESTO;5
62;s11;t89;1;571;word;9;many;1620;HF;NAROD;5
143;s11;t90;1;731;word;9;many;190;LF;TA^KA;5
92;s12;t1;1;861;word;1;few;302;LF;[APAT;5
140;s12;t2;1;470;word;1;few;320;LF;MR@NJA;6
143;s12;t3;1;821;word;1;few;391;LF;CESTA;5
76;s12;t4;1;871;word;1;few;414;HF;^E@NJA;6
58;s12;t5;1;1092;word;1;few;424;HF;GRANJE;6
28;s12;t6;1;601;word;1;few;448;HF;DE^AK;5
175;s12;t7;1;551;word;1;few;453;HF;APRIL;5
104;s12;t8;1;631;word;1;few;720;HF;OSMEH;5
170;s12;t9;1;621;word;1;few;786;HF;CVE]E;5
139;s12;t10;1;580;word;1;few;1085;HF;LI[]E;5
21;s12;t11;1;511;word;2;few;254;LF;EKIPA;5
69;s12;t12;1;580;word;2;few;272;LF;BA[TA;5
13;s12;t13;1;641;word;2;few;317;LF;RADIO;5
158;s12;t14;1;631;word;2;few;320;LF;PESAK;5
81;s12;t15;1;531;word;2;few;374;LF;USPEH;5
134;s12;t16;1;641;word;2;few;422;HF;USLOV;5
97;s12;t17;1;591;word;2;few;894;HF;DINAR;5
50;s12;t18;1;731;word;2;few;1052;HF;ODBOR;5
152;s12;t19;1;551;word;2;few;1209;HF;SENKA;5
17;s12;t20;1;651;word;2;few;1452;HF;VLADA;5
131;s12;t21;1;600;word;3;few;334;LF;SUTON;5
126;s12;t22;1;852;word;3;few;335;LF;PU[KA;5
107;s12;t23;1;621;word;3;few;335;LF;SELJAK;6
179;s12;t24;1;1021;word;3;few;348;LF;SPRAT;5
46;s12;t25;1;521;word;3;few;414;HF;MINUT;5
31;s12;t26;1;711;word;3;few;430;HF;VIDIK;5
42;s12;t27;1;501;word;3;few;631;HF;MAGLA;5
87;s12;t28;1;541;word;3;few;657;HF;MIRIS;5
176;s12;t29;1;491;word;3;few;1470;HF;TRAVA;5
106;s12;t30;1;501;word;3;few;1847;HF;ULICA;5
47;s12;t31;1;681;word;4;medium;278;LF;ZANOS;5
93;s12;t32;1;521;word;4;medium;280;LF;OBZIR;5
62;s12;t33;1;520;word;4;medium;295;LF;PA@NJA;6
73;s12;t34;1;530;word;4;medium;314;LF;SVEST;5
71;s12;t35;1;531;word;4;medium;328;LF;POTOK;5
36;s12;t36;1;571;word;4;medium;375;LF;ZVONO;5
23;s12;t37;1;541;word;4;medium;484;HF;POMO];5
123;s12;t38;1;691;word;4;medium;831;HF;GRUDI;5
14;s12;t39;1;621;word;4;medium;1256;HF;GRANA;5
111;s12;t40;1;631;word;4;medium;2274;HF;VETAR;5
7;s12;t41;1;531;word;5;medium;262;LF;KOMAD;5
55;s12;t42;1;570;word;5;medium;270;LF;LOPTA;5
118;s12;t43;1;601;word;5;medium;281;LF;IGRA^;5
24;s12;t44;1;541;word;5;medium;409;HF;PRI^A;5
64;s12;t45;1;621;word;5;medium;517;HF;SAVEZ;5
30;s12;t46;1;561;word;5;medium;521;HF;GRUPA;5
90;s12;t47;1;591;word;5;medium;828;HF;JESEN;5
25;s12;t48;1;611;word;5;medium;981;HF;KORAK;5
160;s12;t49;1;460;word;5;medium;1011;HF;SRE]A;5
171;s12;t50;1;531;word;5;medium;1671;HF;PTICA;5
147;s12;t51;1;451;word;6;medium;148;LF;ORGAN;5
120;s12;t52;1;641;word;6;medium;164;LF;FORMA;5
110;s12;t53;1;781;word;6;medium;179;LF;BLATO;5
67;s12;t54;1;581;word;6;medium;184;LF;KLUPA;5
2;s12;t55;1;851;word;6;medium;216;LF;PONOR;5
3;s12;t56;1;761;word;6;medium;255;LF;PODNE;5
148;s12;t57;1;451;word;6;medium;318;LF;STENA;5
141;s12;t58;1;441;word;6;medium;463;HF;IZVOR;5
156;s12;t59;1;591;word;6;medium;2365;HF;LJUBAV;6
26;s12;t60;1;741;word;6;medium;2626;HF;PESMA;5
45;s12;t61;1;822;word;7;many;118;LF;MOMAK;5
165;s12;t62;1;520;word;7;many;129;LF;BLAGO;5
51;s12;t63;1;541;word;7;many;134;LF;OSNOV;5
102;s12;t64;1;641;word;7;many;193;LF;STADO;5
135;s12;t65;1;441;word;7;many;326;LF;SLAVA;5
78;s12;t66;1;551;word;7;many;649;HF;KNJIGA;6
88;s12;t67;1;581;word;7;many;885;HF;[KOLA;5
146;s12;t68;1;601;word;7;many;1023;HF;BORBA;5
119;s12;t69;1;511;word;7;many;1565;HF;OBLAK;5
129;s12;t70;1;651;word;7;many;2984;HF;SUNCE;5
151;s12;t71;1;761;word;8;many;111;LF;REBRO;5
157;s12;t72;1;521;word;8;many;116;LF;KONAC;5
112;s12;t73;1;541;word;8;many;135;LF;POTEZ;5
79;s12;t74;1;521;word;8;many;159;LF;JUNAK;5
137;s12;t75;1;611;word;8;many;212;LF;LANAC;5
149;s12;t76;1;571;word;8;many;380;LF;ZLATO;5
44;s12;t77;1;510;word;8;many;416;HF;PISMO;5
142;s12;t78;1;641;word;8;many;431;HF;ZAKON;5
96;s12;t79;1;711;word;8;many;1460;HF;SNAGA;5
41;s12;t80;1;601;word;8;many;3952;HF;ZEMLJA;6
77;s12;t81;1;471;word;9;many;161;LF;KLASA;5
37;s12;t82;1;591;word;9;many;168;LF;PLO^A;5
34;s12;t83;1;600;word;9;many;307;LF;KARTA;5
61;s12;t84;1;600;word;9;many;328;LF;MRE@A;5
6;s12;t85;1;621;word;9;many;399;LF;STANJE;6
75;s12;t86;1;501;word;9;many;403;HF;GOVOR;5
38;s12;t87;1;491;word;9;many;999;HF;POSAO;5
164;s12;t88;1;581;word;9;many;1180;HF;MESTO;5
113;s12;t89;1;661;word;9;many;1620;HF;NAROD;5
20;s12;t90;1;621;word;9;many;190;LF;TA^KA;5
90;s13;t1;1;561;word;1;few;302;LF;[APAT;5
44;s13;t2;1;601;word;1;few;320;LF;MR@NJA;6
52;s13;t3;1;1001;word;1;few;391;LF;CESTA;5
47;s13;t4;1;651;word;1;few;414;HF;^E@NJA;6
104;s13;t5;1;741;word;1;few;424;HF;GRANJE;6
128;s13;t6;1;521;word;1;few;448;HF;DE^AK;5
136;s13;t7;1;540;word;1;few;453;HF;APRIL;5
72;s13;t8;1;521;word;1;few;720;HF;OSMEH;5
41;s13;t9;1;621;word;1;few;786;HF;CVE]E;5
184;s13;t10;1;290;word;1;few;1085;HF;LI[]E;5
157;s13;t11;1;541;word;2;few;254;LF;EKIPA;5
63;s13;t12;1;520;word;2;few;272;LF;BA[TA;5
145;s13;t13;1;671;word;2;few;317;LF;RADIO;5
46;s13;t14;1;551;word;2;few;320;LF;PESAK;5
174;s13;t15;1;501;word;2;few;374;LF;USPEH;5
119;s13;t16;1;621;word;2;few;422;HF;USLOV;5
158;s13;t17;1;661;word;2;few;894;HF;DINAR;5
77;s13;t18;1;721;word;2;few;1052;HF;ODBOR;5
110;s13;t20;1;500;word;2;few;1452;HF;VLADA;5
88;s13;t21;1;531;word;3;few;334;LF;SUTON;5
81;s13;t22;1;791;word;3;few;335;LF;PU[KA;5
11;s13;t23;1;611;word;3;few;335;LF;SELJAK;6
191;s13;t25;1;611;word;3;few;414;HF;MINUT;5
125;s13;t27;1;580;word;3;few;631;HF;MAGLA;5
10;s13;t28;1;531;word;3;few;657;HF;MIRIS;5
87;s13;t29;1;571;word;3;few;1470;HF;TRAVA;5
124;s13;t30;1;681;word;3;few;1847;HF;ULICA;5
167;s13;t32;1;962;word;4;medium;280;LF;OBZIR;5
96;s13;t33;1;591;word;4;medium;295;LF;PA@NJA;6
93;s13;t34;1;521;word;4;medium;314;LF;SVEST;5
169;s13;t35;1;791;word;4;medium;328;LF;POTOK;5
42;s13;t37;1;762;word;4;medium;484;HF;POMO];5
92;s13;t38;1;591;word;4;medium;831;HF;GRUDI;5
189;s13;t39;1;871;word;4;medium;1256;HF;GRANA;5
61;s13;t40;1;641;word;4;medium;2274;HF;VETAR;5
83;s13;t41;1;601;word;5;medium;262;LF;KOMAD;5
37;s13;t42;1;521;word;5;medium;270;LF;LOPTA;5
142;s13;t43;1;601;word;5;medium;281;LF;IGRA^;5
25;s13;t44;1;631;word;5;medium;409;HF;PRI^A;5
146;s13;t45;1;540;word;5;medium;517;HF;SAVEZ;5
20;s13;t46;1;630;word;5;medium;521;HF;GRUPA;5
3;s13;t47;1;651;word;5;medium;828;HF;JESEN;5
172;s13;t48;1;611;word;5;medium;981;HF;KORAK;5
149;s13;t49;1;470;word;5;medium;1011;HF;SRE]A;5
152;s13;t50;1;500;word;5;medium;1671;HF;PTICA;5
144;s13;t51;1;701;word;6;medium;148;LF;ORGAN;5
26;s13;t52;1;591;word;6;medium;164;LF;FORMA;5
51;s13;t53;1;531;word;6;medium;179;LF;BLATO;5
28;s13;t54;1;581;word;6;medium;184;LF;KLUPA;5
179;s13;t55;1;711;word;6;medium;216;LF;PONOR;5
17;s13;t56;1;541;word;6;medium;255;LF;PODNE;5
13;s13;t57;1;581;word;6;medium;318;LF;STENA;5
8;s13;t58;1;691;word;6;medium;463;HF;IZVOR;5
122;s13;t59;1;510;word;6;medium;2365;HF;LJUBAV;6
2;s13;t60;1;591;word;6;medium;2626;HF;PESMA;5
57;s13;t61;1;541;word;7;many;118;LF;MOMAK;5
98;s13;t62;1;501;word;7;many;129;LF;BLAGO;5
82;s13;t65;1;581;word;7;many;326;LF;SLAVA;5
180;s13;t66;1;511;word;7;many;649;HF;KNJIGA;6
134;s13;t67;1;531;word;7;many;885;HF;[KOLA;5
66;s13;t68;1;631;word;7;many;1023;HF;BORBA;5
112;s13;t69;1;501;word;7;many;1565;HF;OBLAK;5
9;s13;t70;1;861;word;7;many;2984;HF;SUNCE;5
12;s13;t72;1;481;word;8;many;116;LF;KONAC;5
156;s13;t73;1;701;word;8;many;135;LF;POTEZ;5
117;s13;t74;1;621;word;8;many;159;LF;JUNAK;5
143;s13;t75;1;551;word;8;many;212;LF;LANAC;5
165;s13;t76;1;511;word;8;many;380;LF;ZLATO;5
130;s13;t77;1;521;word;8;many;416;HF;PISMO;5
60;s13;t78;1;651;word;8;many;431;HF;ZAKON;5
4;s13;t79;1;581;word;8;many;1460;HF;SNAGA;5
19;s13;t80;1;661;word;8;many;3952;HF;ZEMLJA;6
163;s13;t81;1;781;word;9;many;161;LF;KLASA;5
118;s13;t82;1;491;word;9;many;168;LF;PLO^A;5
109;s13;t83;1;641;word;9;many;307;LF;KARTA;5
148;s13;t84;1;560;word;9;many;328;LF;MRE@A;5
161;s13;t85;1;591;word;9;many;399;LF;STANJE;6
155;s13;t86;1;521;word;9;many;403;HF;GOVOR;5
139;s13;t87;1;611;word;9;many;999;HF;POSAO;5
162;s13;t88;1;501;word;9;many;1180;HF;MESTO;5
91;s13;t89;1;551;word;9;many;1620;HF;NAROD;5
16;s13;t90;1;531;word;9;many;190;LF;TA^KA;5
51;s14;t2;1;611;word;1;few;320;LF;MR@NJA;6
54;s14;t4;1;891;word;1;few;414;HF;^E@NJA;6
70;s14;t5;1;872;word;1;few;424;HF;GRANJE;6
152;s14;t6;1;551;word;1;few;448;HF;DE^AK;5
133;s14;t7;1;621;word;1;few;453;HF;APRIL;5
18;s14;t8;1;591;word;1;few;720;HF;OSMEH;5
